alocacao_id,auditor_id,projeto_id,nivel_num,anos_experiencia,n_skills_auditor,n_setores_exp,n_certificacoes,disponibilidade_pct,ingles,espanhol,performance_media,complexidade_num,nivel_min_num,n_skills_requeridas,n_certs_requeridas,duracao_dias,ingles_requerido,nivel_gap,skills_overlap,skills_match_pct,nivel_match,setor_match,cert_match,fit_score,aud_skill_IFRS,req_skill_IFRS,match_skill_IFRS,aud_skill_USGAAP,req_skill_USGAAP,match_skill_USGAAP,aud_skill_BRGAAP,req_skill_BRGAAP,match_skill_BRGAAP,aud_skill_SOX,req_skill_SOX,match_skill_SOX,aud_skill_COSO,req_skill_COSO,match_skill_COSO,aud_skill_CISA,req_skill_CISA,match_skill_CISA,aud_skill_ISO27001,req_skill_ISO27001,match_skill_ISO27001,aud_skill_Auditoria_Financeira,req_skill_Auditoria_Financeira,match_skill_Auditoria_Financeira,aud_skill_Auditoria_Operacional,req_skill_Auditoria_Operacional,match_skill_Auditoria_Operacional,aud_skill_Auditoria_TI,req_skill_Auditoria_TI,match_skill_Auditoria_TI,aud_skill_Auditoria_Fiscal,req_skill_Auditoria_Fiscal,match_skill_Auditoria_Fiscal,aud_skill_Auditoria_Compliance,req_skill_Auditoria_Compliance,match_skill_Auditoria_Compliance,aud_skill_Forensics_Antilavagem,req_skill_Forensics_Antilavagem,match_skill_Forensics_Antilavagem,aud_skill_ESG_Sustentabilidade,req_skill_ESG_Sustentabilidade,match_skill_ESG_Sustentabilidade,aud_skill_Gestao_Riscos,req_skill_Gestao_Riscos,match_skill_Gestao_Riscos,aud_cert_CPA,req_cert_CPA,aud_cert_CIA,req_cert_CIA,aud_cert_CISA,req_cert_CISA,aud_cert_CFE,req_cert_CFE,aud_cert_CRC,req_cert_CRC,aud_cert_ACCA,req_cert_ACCA,aud_cert_CFA,req_cert_CFA
ALOC-00406,AUD-0016,PRJ-0073,1,1,4,1,0,50.7,0,1,3.54,0,1,4,0,8,0,0,0,0.0,1.0,0.0,1.0,0.4444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-00407,AUD-0116,PRJ-0177,2,7,8,4,2,43.6,0,0,3.91,1,2,4,1,16,0,0,1,0.25,1.0,1.0,0.0,0.5336,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
ALOC-00408,AUD-0130,PRJ-0252,1,4,6,3,2,18.7,1,0,3.09,1,1,4,1,17,0,0,1,0.25,1.0,0.0,1.0,0.4953,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
ALOC-00409,AUD-0161,PRJ-0247,0,0,5,2,1,96.1,1,0,3.53,0,1,3,0,8,0,-1,2,0.6667,0.6,0.0,1.0,0.6638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ALOC-00410,AUD-0099,PRJ-0120,0,0,2,2,0,30.2,1,0,3.22,3,4,5,3,64,1,-4,0,0.0,0.0,1.0,0.0,0.2799,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
ALOC-00411,AUD-0033,PRJ-0113,4,22,13,4,4,70.4,1,1,3.69,3,3,7,3,41,1,1,6,0.8571,0.95,0.0,0.6667,0.7602,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0
ALOC-00412,AUD-0117,PRJ-0084,0,2,2,2,1,26.5,0,0,3.07,3,4,6,3,40,1,-4,1,0.1667,0.0,1.0,0.3333,0.2353,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
ALOC-00413,AUD-0085,PRJ-0288,4,22,11,1,5,19.2,1,0,4.71,1,2,5,1,12,0,2,4,0.8,0.9,0.0,0.0,0.6276,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
ALOC-00414,AUD-0134,PRJ-0080,1,2,7,3,2,82.4,1,1,3.76,2,3,5,2,25,1,-2,3,0.6,0.2,0.0,1.0,0.5652,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
ALOC-00415,AUD-0140,PRJ-0132,4,24,11,3,4,38.5,1,0,4.76,2,3,6,2,22,1,1,4,0.6667,0.95,1.0,0.5,0.7293,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0
ALOC-00416,AUD-0119,PRJ-0077,0,2,4,2,0,49.1,1,0,2.93,0,1,2,0,9,1,-1,0,0.0,0.6,0.0,1.0,0.3151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-00417,AUD-0146,PRJ-0144,2,10,8,2,2,54.1,1,0,3.69,2,2,5,2,31,1,0,2,0.4,1.0,0.0,0.5,0.4967,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
ALOC-00418,AUD-0152,PRJ-0234,4,21,10,4,3,63.5,1,0,3.88,0,0,2,0,9,0,4,1,0.5,0.8,0.0,1.0,0.6063,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ALOC-00419,AUD-0105,PRJ-0233,0,0,4,1,0,61.0,0,1,2.76,1,1,5,1,22,1,-1,2,0.4,0.6,0.0,0.0,0.3155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-00420,AUD-0041,PRJ-0059,2,7,6,2,3,46.2,1,0,3.92,2,2,6,2,18,1,0,2,0.3333,1.0,0.0,0.5,0.4805,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
ALOC-00421,AUD-0126,PRJ-0135,1,2,4,3,1,90.1,1,1,3.47,0,0,4,0,6,0,1,2,0.5,0.95,0.0,1.0,0.6611,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ALOC-00422,AUD-0080,PRJ-0070,1,6,6,3,0,72.5,1,0,3.07,1,1,3,1,37,0,0,2,0.6667,1.0,0.0,0.0,0.5067,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ALOC-00423,AUD-0037,PRJ-0175,2,7,7,4,2,23.0,1,1,3.57,1,1,5,1,69,0,1,3,0.6,0.95,0.0,0.0,0.5279,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
ALOC-00424,AUD-0146,PRJ-0283,2,10,8,2,2,54.1,1,0,3.69,1,1,5,1,21,0,1,2,0.4,0.95,0.0,1.0,0.5816,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
ALOC-00425,AUD-0105,PRJ-0184,0,0,4,1,0,61.0,0,1,2.76,2,3,6,2,29,1,-3,0,0.0,0.0,0.0,0.0,0.0405,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ALOC-00426,AUD-0178,PRJ-0238,0,0,2,1,0,66.0,1,0,3.2,3,4,7,3,83,1,-4,2,0.2857,0.0,0.0,0.0,0.1823,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ALOC-00427,AUD-0002,PRJ-0266,0,1,2,2,0,30.2,1,1,2.83,0,1,3,0,13,0,-1,0,0.0,0.6,0.0,1.0,0.3538,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-00428,AUD-0084,PRJ-0116,1,6,7,3,0,55.9,0,0,2.94,1,1,4,1,17,1,0,2,0.5,1.0,1.0,0.0,0.584,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ALOC-00429,AUD-0117,PRJ-0124,0,2,2,2,1,26.5,0,0,3.07,1,1,5,1,14,0,-1,0,0.0,0.6,0.0,0.0,0.1726,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ALOC-00430,AUD-0034,PRJ-0117,4,22,12,1,5,35.5,1,0,4.7,2,3,4,2,29,1,1,3,0.75,0.95,0.0,0.5,0.6784,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0
ALOC-00431,AUD-0145,PRJ-0298,2,7,7,3,3,88.4,0,1,4.29,3,3,6,3,84,1,-1,1,0.1667,0.6,1.0,0.3333,0.4089,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
ALOC-00432,AUD-0067,PRJ-0191,2,9,8,3,3,49.6,0,0,3.73,0,1,2,0,5,0,1,1,0.5,0.95,1.0,1.0,0.8028,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
ALOC-00433,AUD-0189,PRJ-0121,1,4,4,1,0,50.0,1,1,3.61,2,3,4,2,47,1,-2,1,0.25,0.2,0.0,0.0,0.209,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ALOC-00434,AUD-0190,PRJ-0021,0,0,4,2,1,48.2,1,1,2.82,2,3,4,2,17,1,-3,1,0.25,0.0,0.0,0.0,0.2373,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ALOC-00435,AUD-0183,PRJ-0232,4,22,13,2,3,66.6,1,1,4.75,0,0,2,0,6,0,4,2,1.0,0.8,0.0,1.0,0.7932,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
ALOC-00436,AUD-0086,PRJ-0298,1,5,4,3,1,25.2,1,0,2.47,3,3,6,3,84,1,-2,2,0.3333,0.2,0.0,0.0,0.2281,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
ALOC-00437,AUD-0149,PRJ-0234,1,6,4,2,0,28.5,1,0,3.45,0,0,2,0,9,0,1,1,0.5,0.95,0.0,1.0,0.5656,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-00438,AUD-0108,PRJ-0077,4,25,12,2,3,23.9,1,1,4.76,0,1,2,0,9,1,3,1,0.5,0.85,0.0,1.0,0.511,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
ALOC-00439,AUD-0070,PRJ-0139,0,0,5,2,0,26.3,0,0,2.34,0,1,4,0,5,0,-1,2,0.5,0.6,0.0,1.0,0.5879,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-00440,AUD-0112,PRJ-0238,1,4,6,1,1,80.3,0,0,3.77,3,4,7,3,83,1,-3,4,0.5714,0.0,0.0,0.3333,0.3362,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
ALOC-00441,AUD-0151,PRJ-0009,2,10,9,1,2,52.8,1,1,3.45,3,4,5,3,66,1,-2,3,0.6,0.2,0.0,0.3333,0.3633,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
ALOC-00442,AUD-0123,PRJ-0136,1,2,7,1,2,22.3,1,1,3.82,1,2,4,1,14,0,-1,1,0.25,0.6,0.0,0.0,0.3024,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
ALOC-00443,AUD-0020,PRJ-0036,3,14,8,2,4,54.1,0,1,4.32,2,2,5,2,26,1,1,2,0.4,0.95,1.0,0.5,0.5544,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0
ALOC-00444,AUD-0110,PRJ-0170,2,12,8,1,2,42.3,0,0,3.44,2,2,5,2,29,1,0,4,0.8,1.0,0.0,0.0,0.5532,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
ALOC-00445,AUD-0161,PRJ-0018,0,0,5,2,1,96.1,1,0,3.53,2,2,5,2,64,1,-2,1,0.2,0.2,0.0,0.0,0.2209,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
ALOC-00446,AUD-0034,PRJ-0066,4,22,12,1,5,35.5,1,0,4.7,2,2,6,2,25,1,2,5,0.8333,0.9,0.0,1.0,0.7237,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1
ALOC-00447,AUD-0160,PRJ-0018,4,23,11,4,3,71.9,1,0,3.94,2,2,5,2,64,1,2,4,0.8,0.9,1.0,0.5,0.7754,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
ALOC-00448,AUD-0107,PRJ-0051,1,4,7,3,2,42.0,0,0,2.9,2,2,6,2,21,1,-1,3,0.5,0.6,1.0,0.5,0.5418,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
ALOC-00449,AUD-0171,PRJ-0265,1,3,5,3,1,48.5,1,0,2.75,3,4,5,3,43,1,-3,1,0.2,0.0,0.0,0.0,0.1849,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
ALOC-00450,AUD-0031,PRJ-0252,0,0,4,2,0,39.4,1,0,2.83,1,1,4,1,17,0,-1,1,0.25,0.6,0.0,0.0,0.2795,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ALOC-00451,AUD-0081,PRJ-0042,1,6,6,2,1,36.3,1,0,3.22,1,2,5,1,39,0,-1,2,0.4,0.6,0.0,0.0,0.3582,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ALOC-00452,AUD-0174,PRJ-0147,2,7,8,2,2,17.2,1,0,3.74,1,1,3,1,8,0,1,2,0.6667,0.95,0.0,0.0,0.5214,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
ALOC-00453,AUD-0045,PRJ-0190,2,9,8,4,1,16.8,0,0,4.43,1,1,3,1,57,0,1,2,0.6667,0.95,1.0,0.0,0.6698,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ALOC-00454,AUD-0159,PRJ-0281,2,6,6,4,1,67.1,1,0,4.36,2,3,6,2,43,1,-1,3,0.5,0.6,1.0,0.5,0.6531,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
ALOC-00455,AUD-0096,PRJ-0209,0,2,4,2,1,49.3,0,1,3.41,1,1,5,1,10,0,-1,0,0.0,0.6,0.0,0.0,0.1629,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ALOC-00456,AUD-0010,PRJ-0221,0,2,4,1,1,65.3,1,1,2.74,2,3,4,2,35,1,-3,2,0.5,0.0,0.0,0.0,0.2477,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
ALOC-00457,AUD-0017,PRJ-0084,0,3,2,2,0,54.7,0,1,2.54,3,4,6,3,40,1,-4,0,0.0,0.0,1.0,0.0,0.1689,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
ALOC-00458,AUD-0029,PRJ-0029,0,0,2,2,1,30.9,0,0,3.26,1,1,3,1,18,1,-1,0,0.0,0.6,1.0,0.0,0.3086,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ALOC-00459,AUD-0085,PRJ-0069,4,22,11,1,5,19.2,1,0,4.71,0,1,3,0,8,0,3,3,1.0,0.85,1.0,1.0,0.9285,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
ALOC-00460,AUD-0032,PRJ-0205,0,1,4,1,0,7.7,1,0,2.98,1,2,4,1,26,0,-2,0,0.0,0.2,0.0,0.0,0.0662,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ALOC-00461,AUD-0052,PRJ-0147,0,0,4,2,0,56.5,1,1,3.57,1,1,3,1,8,0,-1,1,0.3333,0.6,0.0,0.0,0.33,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ALOC-00462,AUD-0165,PRJ-0107,3,14,9,3,2,72.8,1,0,4.29,1,1,5,1,23,0,2,4,0.8,0.9,0.0,0.0,0.5863,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
ALOC-00463,AUD-0178,PRJ-0093,0,0,2,1,0,66.0,1,0,3.2,0,1,3,0,16,1,-1,1,0.3333,0.6,0.0,1.0,0.4761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-00464,AUD-0121,PRJ-0221,3,14,11,2,2,87.5,0,1,4.37,2,3,4,2,35,1,0,3,0.75,1.0,0.0,0.5,0.6894,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
ALOC-00465,AUD-0016,PRJ-0215,1,1,4,1,0,50.7,0,1,3.54,1,2,4,1,21,0,-1,1,0.25,0.6,0.0,0.0,0.3051,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ALOC-00466,AUD-0162,PRJ-0035,1,4,7,2,2,10.9,0,0,3.21,0,1,4,0,7,0,0,3,0.75,1.0,0.0,1.0,0.7141,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ALOC-00467,AUD-0047,PRJ-0147,2,5,7,2,1,16.3,1,0,3.57,1,1,3,1,8,0,1,2,0.6667,0.95,0.0,0.0,0.4665,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ALOC-00468,AUD-0136,PRJ-0053,1,2,5,2,1,63.2,1,0,3.43,0,1,3,0,14,0,0,0,0.0,1.0,1.0,1.0,0.5998,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ALOC-00469,AUD-0061,PRJ-0220,1,3,5,2,0,36.7,1,1,2.85,3,3,5,3,42,1,-2,3,0.6,0.2,0.0,0.0,0.367,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
ALOC-00470,AUD-0144,PRJ-0178,4,23,11,4,4,36.6,0,0,4.93,2,2,6,2,31,1,2,4,0.6667,0.9,0.0,0.5,0.5386,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0
